a is for arrival, d is for departure, condition is processing time.
 units of time: seconds for cleanliness
type	time	condition
a		5		60
a		12		60
a		33		60
a		42		60
a		50		60
a		51		60
a		52		60
a		53		60
a		56		60
a		57		60
a		63		60
d		65		0
a		70		60
d		72		0
a		75		60
a		84		60
d		93		0
a		93		60
a		95		60
d		102		0
a		104		60
a		106		60
a		107		60
d		110		0
d		111		0
a		111		60
d		112		0
d		113		0
d		116		0
d		117		0
a		123		60
a		123		60
a		124		60
d		125		0
a		129		60
a		129		60
d		132		0
a		142		60
a		146		60
a		147		60
a		150		60
d		153		0
d		162		0
d		170		0
d		171		0
d		172		0
d		173		0
a		174		60
d		176		0
d		177		0
d		185		0
a		188		60
a		190		60
d		192		0
a		195		60
a		196		60
a		197		60
a		204		60
a		209		60
d		213		0
d		222		0
d		230		0
d		231		0
a		231		60
d		232		0
a		232		60
d		233		0
d		236		0
d		237		0
a		239		60
a		241		60
a		245		60
d		248		0
d		252		0
a		255		60
a		262		60
a		263		60
a		269		60
a		270		60
d		273		0
a		273		60
a		281		60
d		282		0
d		290		0
d		291		0
d		292		0
d		293		0
d		296		0
a		296		60
d		299		0
a		303		60
d		308		0
a		310		60
d		312		0
a		312		60
a		318		60
a		318		60
d		333		0
a		337		60
d		342		0
d		350		0
a		350		60
d		351		0
a		351		60
d		352		0
a		352		60
d		353		0
d		356		0
a		358		60
d		359		0
a		361		60
a		363		60
d		368		0
d		372		0
a		373		60
a		375		60
a		380		60
a		381		60
a		382		60
d		393		0
a		393		60
a		397		60
d		402		0
d		410		0
d		411		0
d		412		0
d		413		0
d		416		0
a		418		60
d		419		0
d		428		0
a		429		60
d		432		0
a		434		60
a		447		60
a		448		60
a		448		60
d		453		0
d		462		0
a		468		60
a		469		60
d		470		0
d		471		0
d		472		0
a		472		60
d		473		0
a		473		60
a		473		60
d		476		0
d		479		0
a		480		60
a		480		60
a		482		60
d		489		0
a		490		60
a		491		60
d		494		0
a		503		60
d		513		0
d		522		0
a		525		60
d		530		0
d		531		0
d		532		0
a		532		60
a		532		60
d		533		0
d		536		0
d		539		0
a		539		60
a		541		60
a		548		60
d		549		0
d		554		0
a		559		60
a		565		60
d		573		0
a		578		60
d		582		0
d		590		0
d		591		0
d		592		0
d		593		0
a		593		60
a		595		60
a		595		60
d		596		0
a		598		60
d		599		0
a		599		60
d		609		0
d		614		0
d		633		0
d		642		0
d		650		0
d		653		0
d		655		0
d		655		0
d		658		0
d		659		0
