a is for arrival, d is for departure, condition is the processing time.
 units of time: seconds for cleanliness
type	time	condition
a		21		27
a		22		34
a		22		30
a		23		28
a		31		35
a		33		26
a		35		24
a		36		19
a		36		18
a		38		27
d		48		0
a		81		28
d		82		0
a		83		25
a		86		34
a		86		27
a		86		32
a		89		27
a		91		27
a		94		27
a		96		29
a		99		38
d		112		0
d		140		0
a		140		30
a		143		31
a		145		29
a		146		30
a		147		37
a		153		32
a		153		26
a		155		31
a		155		38
a		156		37
d		175		0
d		201		0
a		205		36
a		205		32
a		209		20
a		210		33
a		211		30
a		211		38
a		212		39
a		213		32
a		215		32
a		217		35
d		225		0
d		244		0
a		258		30
a		260		35
a		261		28
d		262		0
a		268		33
a		269		28
a		274		27
a		275		32
a		275		32
a		276		28
a		279		30
d		289		0
d		317		0
a		326		30
a		326		26
a		327		31
a		328		27
a		328		52
a		331		24
a		331		27
a		333		31
a		338		33
a		338		37
d		342		0
d		376		0
a		380		29
a		382		29
a		386		36
a		387		39
a		389		18
a		392		27
a		392		23
a		393		31
a		395		24
a		397		28
d		403		0
d		435		0
a		444		38
a		444		24
a		447		29
a		449		18
a		452		38
a		452		36
a		453		33
a		455		28
a		457		28
a		461		27
d		462		0
d		489		0
a		506		39
a		508		29
a		508		29
a		509		26
a		510		20
a		510		36
a		511		34
a		511		33
d		516		0
a		516		30
a		521		32
d		545		0
a		564		25
a		564		31
a		565		30
a		566		23
a		569		20
a		570		25
a		572		27
a		573		25
a		578		41
a		579		32
d		583		0
d		613		0
d		644		0
d		673		0
d		703		0
d		740		0
d		772		0
d		798		0
d		829		0
d		867		0
d		904		0
d		940		0
d		972		0
d		992		0
d		1025		0
d		1055		0
d		1093		0
d		1132		0
d		1164		0
d		1196		0
d		1231		0
d		1261		0
d		1296		0
d		1324		0
d		1357		0
d		1385		0
d		1412		0
d		1444		0
d		1476		0
d		1504		0
d		1534		0
d		1564		0
d		1590		0
d		1621		0
d		1648		0
d		1700		0
d		1724		0
d		1751		0
d		1782		0
d		1815		0
d		1852		0
d		1881		0
d		1910		0
d		1946		0
d		1985		0
d		2003		0
d		2030		0
d		2053		0
d		2084		0
d		2108		0
d		2136		0
d		2174		0
d		2198		0
d		2227		0
d		2245		0
d		2283		0
d		2319		0
d		2352		0
d		2380		0
d		2408		0
d		2435		0
d		2474		0
d		2503		0
d		2532		0
d		2558		0
d		2578		0
d		2614		0
d		2648		0
d		2681		0
d		2711		0
d		2743		0
d		2768		0
d		2799		0
d		2829		0
d		2852		0
d		2872		0
d		2897		0
d		2924		0
d		2949		0
d		2990		0
d		3022		0
