a is for arrival, d is for departure, condition is processing time.
 units of time: seconds for cleanliness
type	time	condition
a		5		60
a		12		60
a		33		60
a		42		60
a		50		60
a		51		60
a		52		60
a		53		60
a		56		60
a		57		60
a		63		60
d		65		0
a		70		60
d		72		0
a		75		60
a		84		60
a		93		60
a		95		60
a		104		60
a		106		60
a		107		60
a		111		60
a		123		60
a		123		60
a		124		60
d		125		0
a		129		60
a		129		60
d		132		0
a		142		60
a		146		60
a		147		60
a		150		60
a		174		60
d		185		0
a		188		60
a		190		60
d		192		0
a		195		60
a		196		60
a		197		60
a		204		60
a		209		60
a		231		60
a		232		60
a		239		60
a		241		60
d		245		0
a		245		60
d		252		0
a		255		60
a		262		60
a		263		60
a		269		60
a		270		60
a		273		60
a		281		60
a		296		60
a		303		60
d		305		0
a		310		60
d		312		0
a		312		60
a		318		60
a		318		60
a		337		60
a		350		60
a		351		60
a		352		60
a		358		60
a		361		60
a		363		60
d		365		0
d		372		0
a		373		60
a		375		60
a		380		60
a		381		60
a		382		60
a		393		60
a		397		60
a		418		60
d		425		0
a		429		60
d		432		0
a		434		60
a		447		60
a		448		60
a		448		60
a		468		60
a		469		60
a		472		60
a		473		60
a		473		60
a		480		60
a		480		60
a		482		60
d		485		0
a		490		60
a		491		60
d		492		0
a		503		60
a		525		60
a		532		60
a		532		60
a		539		60
a		541		60
d		545		0
a		548		60
d		552		0
a		559		60
a		565		60
a		578		60
a		593		60
a		595		60
a		595		60
a		598		60
a		599		60
d		605		0
d		612		0
d		665		0
d		672		0
d		725		0
d		732		0
d		785		0
d		792		0
d		845		0
d		852		0
d		905		0
d		912		0
d		965		0
d		972		0
d		1025		0
d		1032		0
d		1085		0
d		1092		0
d		1145		0
d		1152		0
d		1205		0
d		1212		0
d		1265		0
d		1272		0
d		1325		0
d		1332		0
d		1385		0
d		1392		0
d		1445		0
d		1452		0
d		1505		0
d		1512		0
d		1565		0
d		1572		0
d		1625		0
d		1632		0
d		1685		0
d		1692		0
d		1745		0
d		1752		0
d		1805		0
d		1812		0
d		1865		0
d		1872		0
d		1925		0
d		1932		0
d		1985		0
d		1992		0
d		2045		0
d		2052		0
d		2105		0
d		2112		0
d		2165		0
d		2172		0
d		2225		0
d		2232		0
d		2285		0
d		2292		0
d		2345		0
d		2352		0
d		2405		0
d		2412		0
d		2465		0
d		2472		0
d		2525		0
d		2532		0
d		2585		0
d		2592		0
d		2645		0
d		2652		0
d		2705		0
d		2712		0
d		2765		0
d		2772		0
d		2825		0
d		2832		0
d		2885		0
d		2892		0
d		2945		0
d		2952		0
d		3005		0
d		3012		0
